1-Feb,15,0.8,0.5
2-Jan,30,0.8,0.5
2-Feb,73,0.8,0.5
1-Jan,2,0.8,0.6
1-Feb,14,0.8,0.6
2-Jan,20,0.8,0.6
2-Feb,85,0.8,0.6
1-Jan,2,0.8,0.7
1-Feb,13,0.8,0.7
2-Jan,20,0.8,0.7
2-Feb,86,0.8,0.7
1-Jan,1,0.8,0.8
1-Feb,12,0.8,0.8
2-Jan,12,0.8,0.8
2-Feb,96,0.8,0.8
1-Jan,1,0.8,0.9
1-Feb,10,0.8,0.9
2-Jan,10,0.8,0.9
2-Feb,100,0.8,0.9
1-Jan,9,0.9,0.1
1-Feb,2,0.9,0.1
2-Jan,90,0.9,0.1
2-Feb,20,0.9,0.1
1-Jan,6,0.9,0.2
1-Feb,5,0.9,0.2
2-Jan,59,0.9,0.2
2-Feb,51,0.9,0.2
1-Jan,5,0.9,0.3
1-Feb,6,0.9,0.3
2-Jan,46,0.9,0.3
2-Feb,64,0.9,0.3
1-Jan,4,0.9,0.4
1-Feb,7,0.9,0.4
2-Jan,39,0.9,0.4
2-Feb,71,0.9,0.4
1-Jan,3,0.9,0.5
1-Feb,8,0.9,0.5
2-Jan,30,0.9,0.5
2-Feb,80,0.9,0.5
1-Jan,3,0.9,0.6
1-Feb,8,0.9,0.6
2-Jan,22,0.9,0.6
2-Feb,88,0.9,0.6
1-Jan,2,0.9,0.7
1-Feb,9,0.9,0.7
2-Jan,20,0.9,0.7
2-Feb,90,0.9,0.7
1-Jan,2,0.9,0.8
1-Feb,9,0.9,0.8
2-Jan,10,0.9,0.8
2-Feb,100,0.9,0.8
1-Jan,1,0.9,0.9
1-Feb,10,0.9,0.9
2-Jan,5,0.9,0.9
2-Feb,105,0.9,0.9
