"belief_benef_low","belief_benef_high","max_invest","value_AM_infty"
1,0.12,38,7.07686832
1,0.14,38,7.08837516
1,0.16,38,7.10058504
1,0.18,38,7.11522796
1,0.2,38,7.130482
1,0.22,38,7.14525268
1,0.24,38,7.159098
1,0.26,39,7.17386356
1,0.28,39,7.1891684
1,0.3,39,7.204499
1,0.32,39,7.22055968
1,0.34,39,7.23577524
1,0.36,39,7.25331952
1,0.38,39,7.26844548
1,0.4,39,7.2844608
1,0.42,40,7.30135544
1,0.44,40,7.31717264
1,0.46,40,7.3321276
1,0.48,40,7.34845928
1,0.5,40,7.365122
1,0.52,40,7.38228192
1,0.54,40,7.39859148
1,0.56,40,7.41431064
1,0.58,40,7.43115408
1,0.6,41,7.4481248
1,0.62,41,7.46508284
1,0.64,41,7.481858
1,0.66,41,7.498847
1,0.68,41,7.51574976
1,0.7,41,7.5326824
1,0.72,41,7.5484544
1,0.74,41,7.56562752
1,0.76,41,7.5827432
1,0.78,42,7.59932788
1,0.8,42,7.6166256
1,0.82,42,7.63388304
1,0.84,42,7.65121984
1,0.86,42,7.66854508
1,0.88,42,7.68586968
1,0.9,42,7.703166
1,0.92,42,7.72052488
1,0.94,42,7.73729932
1,0.96,42,7.75463288
1,0.98,42,7.77196644
1,1,43,7.7893
