"","belief_benef_low","belief_benef_high","value_AM_infty","max_invest"
"1559",0.6,0.56,6.75139310344828,33.7895024036347
"1560",0.6,0.58,6.76542068965517,33.9671666566724
"1561",0.6,0.6,6.77944827586207,34.1415662652135
"1562",0.6,0.62,6.79347586206897,34.3128190456268
"1563",0.6,0.64,6.80750344827586,34.4810365494213
"1564",0.6,0.66,6.82153103448276,34.6463244996987
"1565",0.6,0.68,6.83555862068965,34.8087831902472
"1566",0.6,0.7,6.84958620689655,34.9685078510496
"1567",0.6,0.72,6.86361379310345,35.1255889835429
"1568",0.6,0.74,6.87764137931035,35.2801126685822
"1569",0.6,0.76,6.89166896551724,35.4321608497347
"1570",0.6,0.78,6.90569655172414,35.5818115942375
"1571",0.6,0.8,6.91972413793103,35.7291393336993
"1572",0.6,0.82,6.93375172413793,35.8742150864046
"1573",0.6,0.84,6.94777931034483,36.0171066628818
"1574",0.6,0.86,6.96180689655172,36.1578788562255
"1575",0.6,0.88,6.97583448275862,36.2965936185093
"1576",0.6,0.9,6.98986206896552,36.4333102244918
"1577",0.6,0.92,7.00388965517241,36.5680854236987
"1578",0.6,0.94,7.01791724137931,36.7009735818571
"1579",0.6,0.96,7.03194482758621,36.8320268125645
"1580",0.6,0.98,7.0459724137931,36.9612950999909
"1581",0.6,1,7.06,37.0888264133359
"1582",0.62,0,6.49216548157725,29.7128359002945
"1583",0.62,0.02,6.49216548157725,29.7128359002946
"1584",0.62,0.04,6.49216548157725,29.7128359002945
"1585",0.62,0.06,6.49216548157725,29.7128359002945
"1586",0.62,0.08,6.49216548157725,29.7128359002945
"1587",0.62,0.1,6.49216548157725,29.7128359002945
"1588",0.62,0.12,6.49216548157725,29.7128359002945
"1589",0.62,0.14,6.49216548157725,29.7128359002945
"1590",0.62,0.16,6.49980275862069,29.8616879294339
"1591",0.62,0.18,6.51399793103448,30.1323016279814
"1592",0.62,0.2,6.52819310344828,30.3954130012328
"1593",0.62,0.22,6.54238827586207,30.6514268320314
"1594",0.62,0.24,6.55658344827586,30.9007160022615
"1595",0.62,0.26,6.57077862068966,31.1436247593748
"1596",0.62,0.28,6.58497379310345,31.3804715752326
"1597",0.62,0.3,6.59916896551724,31.6115516568388
"1598",0.62,0.32,6.61336413793103,31.8371391586208
"1599",0.62,0.34,6.62755931034483,32.0574891378448
"1600",0.62,0.36,6.64175448275862,32.2728392881445
"1601",0.62,0.38,6.65594965517242,32.4834114807061
"1602",0.62,0.4,6.67014482758621,32.6894131381668
"1603",0.62,0.42,6.68434,32.8910384625516
"1604",0.62,0.44,6.69853517241379,33.0884695354722
"1605",0.62,0.46,6.71273034482759,33.2818773062079
"1606",0.62,0.48,6.72692551724138,33.4714224811065
"1607",0.62,0.5,6.74112068965517,33.6572563259004
"1608",0.62,0.52,6.75531586206897,33.8395213909728
"1609",0.62,0.54,6.76951103448276,34.0183521682879
"1610",0.62,0.56,6.78370620689655,34.1938756875672
"1611",0.62,0.58,6.79790137931034,34.3662120583331
"1612",0.62,0.6,6.81209655172414,34.535474963613
"1613",0.62,0.62,6.82629172413793,34.7017721103856
"1614",0.62,0.64,6.84048689655172,34.8652056412403
"1615",0.62,0.66,6.85468206896552,35.02587251119
"1616",0.62,0.68,6.86887724137931,35.1838648331163
"1617",0.62,0.7,6.8830724137931,35.3392701949322
"1618",0.62,0.72,6.8972675862069,35.4921719511932
"1619",0.62,0.74,6.91146275862069,35.6426494915906
"1620",0.62,0.76,6.92565793103448,35.7907784884893
"1621",0.62,0.78,6.93985310344828,35.9366311254456
"1622",0.62,0.8,6.95404827586207,36.0802763084295
"1623",0.62,0.82,6.96824344827586,36.2217798613001
"1624",0.62,0.84,6.98243862068965,36.3612047069232
"1625",0.62,0.86,6.99663379310345,36.4986110351758
"1626",0.62,0.88,7.01082896551724,36.6340564589629
"1627",0.62,0.9,7.02502413793103,36.7675961592575
"1628",0.62,0.92,7.03921931034483,36.8992830200779
"1629",0.62,0.94,7.05341448275862,37.0291677542285
"1630",0.62,0.96,7.06760965517241,37.1572990205525
"1631",0.62,0.98,7.08180482758621,37.283723533375
"1632",0.62,1,7.096,37.4084861647521
"1633",0.64,0,6.52137039431157,30.2698622453201
"1634",0.64,0.02,6.52137039431157,30.2698622453201
"1635",0.64,0.04,6.52137039431157,30.2698622453201
"1636",0.64,0.06,6.52137039431157,30.2698622453201
"1637",0.64,0.08,6.52137039431157,30.2698622453201
"1638",0.64,0.1,6.52137039431157,30.2698622453201
"1639",0.64,0.12,6.52137039431157,30.2698622453201
"1640",0.64,0.14,6.52137039431157,30.2698622453201
"1641",0.64,0.16,6.52876413793104,30.4058461839205
"1642",0.64,0.18,6.54312689655173,30.6645609099906
"1643",0.64,0.2,6.55748965517241,30.916410233579
"1644",0.64,0.22,6.5718524137931,31.1617491238313
"1645",0.64,0.24,6.58621517241379,31.4009057122283
"1646",0.64,0.26,6.60057793103448,31.6341839316512
"1647",0.64,0.28,6.61494068965517,31.8618658388255
"1648",0.64,0.3,6.62930344827586,32.0842136646629
"1649",0.64,0.32,6.64366620689655,32.3014716298816
"1650",0.64,0.34,6.65802896551724,32.5138675574308
"1651",0.64,0.36,6.67239172413793,32.7216143084107
"1652",0.64,0.38,6.68675448275862,32.924911064178
"1653",0.64,0.4,6.70111724137931,33.1239444739951
"1654",0.64,0.42,6.71548,33.3188896847955
"1655",0.64,0.44,6.72984275862069,33.5099112673057
"1656",0.64,0.46,6.74420551724138,33.6971640507928
"1657",0.64,0.48,6.75856827586207,33.8807938770487
"1658",0.64,0.5,6.77293103448276,34.0609382828089
"1659",0.64,0.52,6.78729379310345,34.2377271186064
"1660",0.64,0.54,6.80165655172414,34.4112831110354
"1661",0.64,0.56,6.81601931034483,34.5817223745233
"1662",0.64,0.58,6.83038206896552,34.7491548779564
"1663",0.64,0.6,6.84474482758621,34.9136848708555
"1664",0.64,0.62,6.8591075862069,35.0754112732376
"1665",0.64,0.64,6.87347034482759,35.2344280328146
"1666",0.64,0.66,6.88783310344828,35.3908244527591
"1667",0.64,0.68,6.90219586206897,35.5446854929
"1668",0.64,0.7,6.91655862068965,35.6960920468922
"1669",0.64,0.72,6.93092137931034,35.8451211976226
"1670",0.64,0.74,6.94528413793104,35.9918464528737
"1671",0.64,0.76,6.95964689655172,36.1363379630457
"1672",0.64,0.78,6.97400965517241,36.2786627225543
"1673",0.64,0.8,6.9883724137931,36.4188847563482
"1674",0.64,0.82,7.00273517241379,36.5570652928499
"1675",0.64,0.84,7.01709793103448,36.6932629244853
"1676",0.64,0.86,7.03146068965517,36.8275337568587
"1677",0.64,0.88,7.04582344827586,36.9599315475214
"1678",0.64,0.9,7.06018620689655,37.0905078351947
"1679",0.64,0.92,7.07454896551724,37.2193120602231
"1680",0.64,0.94,7.08891172413793,37.3463916769636
"1681",0.64,0.96,7.10327448275862,37.4717922587494
"1682",0.64,0.98,7.11763724137931,37.59555759601
"1683",0.64,1,7.132,37.7177297880754
"1684",0.66,0,6.5505753070459,30.7960018311643
"1685",0.66,0.02,6.5505753070459,30.7960018311643
"1686",0.66,0.04,6.5505753070459,30.7960018311643
"1687",0.66,0.06,6.5505753070459,30.7960018311643
"1688",0.66,0.08,6.5505753070459,30.7960018311643
"1689",0.66,0.1,6.5505753070459,30.7960018311643
"1690",0.66,0.12,6.5505753070459,30.7960018311643
"1691",0.66,0.14,6.5505753070459,30.7960018311643
"1692",0.66,0.16,6.55772551724138,30.9204907808589
"1693",0.66,0.18,6.57225586206897,31.1685499212832
"1694",0.66,0.2,6.58678620689655,31.4102906624889
"1695",0.66,0.22,6.60131655172414,31.6460269018508
"1696",0.66,0.24,6.61584689655172,31.8760497110088
"1697",0.66,0.26,6.63037724137931,32.1006294966921
"1698",0.66,0.28,6.6449075862069,32.3200179117481
"1699",0.66,0.3,6.65943793103448,32.5344495502467
"1700",0.66,0.32,6.67396827586207,32.7441434552888
"1701",0.66,0.34,6.68849862068966,32.9493044638195
"1702",0.66,0.36,6.70302896551724,33.1501244091403
"1703",0.66,0.38,6.71755931034483,33.3467831988181
"1704",0.66,0.4,6.73208965517242,33.5394497831688
"1705",0.66,0.42,6.74662,33.728283027381
"1706",0.66,0.44,6.76115034482759,33.9134324985616
"1707",0.66,0.46,6.77568068965517,34.0950391774713
"1708",0.66,0.48,6.79021103448276,34.2732361034359
"1709",0.66,0.5,6.80474137931034,34.448148959824
"1710",0.66,0.52,6.81927172413793,34.6198966065443
"1711",0.66,0.54,6.83380206896552,34.7885915652138
"1712",0.66,0.56,6.8483324137931,34.9543404619576
"1713",0.66,0.58,6.86286275862069,35.1172444322024
"1714",0.66,0.6,6.87739310344828,35.2773994913142
"1715",0.66,0.62,6.89192344827586,35.4348968744803
"1716",0.66,0.64,6.90645379310345,35.5898233488475
"1717",0.66,0.66,6.92098413793104,35.7422615005928
"1718",0.66,0.68,6.93551448275862,35.8922899993014
"1719",0.66,0.7,6.95004482758621,36.0399838417733
"1720",0.66,0.72,6.96457517241379,36.185414577149
"1721",0.66,0.74,6.97910551724138,36.3286505150459
"1722",0.66,0.76,6.99363586206896,36.4697569182219
"1723",0.66,0.78,7.00816620689655,36.6087961811252
"1724",0.66,0.8,7.02269655172414,36.745827995554
