"belief_benef_low","belief_benef_high","max_invest","value_AM_infty","policy"
0.24,0.36,27,7.5470681664,"2-2"
0.24,0.38,27,7.5550195888,"2-2"
0.24,0.4,28,7.562965808,"2-2"
0.24,0.42,28,7.5711730208,"2-2"
0.24,0.44,28,7.579779728,"2-2"
0.24,0.46,29,7.5879819664,"2-2"
0.24,0.48,29,7.5956839616,"2-2"
0.24,0.5,29,7.60447888,"2-2"
0.24,0.52,30,7.6134038944,"2-2"
0.24,0.54,30,7.622274824,"2-2"
0.24,0.56,30,7.6303604192,"2-2"
0.24,0.58,31,7.6388272544,"2-2"
0.24,0.6,31,7.64736504,"2-2"
0.24,0.62,31,7.6553669504,"2-2"
0.24,0.64,32,7.6643546688,"2-2"
0.24,0.66,32,7.6727639136,"2-2"
0.24,0.68,32,7.6806570144,"2-2"
0.24,0.7,32,7.688678696,"2-2"
0.24,0.72,33,7.6977317088,"2-2"
0.24,0.74,33,7.7062126688,"2-2"
0.24,0.76,33,7.7148740288,"2-2"
0.24,0.78,33,7.7232068192,"2-2"
0.24,0.8,34,7.731813984,"2-2"
0.24,0.82,34,7.740355192,"2-2"
0.24,0.84,34,7.7488531968,"2-2"
0.24,0.86,34,7.75694588,"2-2"
0.24,0.88,34,7.7660520288,"2-2"
0.24,0.9,35,7.774599928,"2-2"
0.24,0.92,35,7.7830360736,"2-2"
0.24,0.94,35,7.7916752784,"2-2"
0.24,0.96,35,7.7997363232,"2-2"
0.24,0.98,35,7.8074963408,"2-2"
0.24,1,36,7.81611816,"2-2"
0.26,0,20,7.45932892,"2-1"
0.26,0.02,20,7.459335928,"2-1"
0.26,0.04,20,7.459338336,"2-1"
0.26,0.06,20,7.459340744,"2-1"
0.26,0.08,20,7.4602492288,"2-1"
0.26,0.1,21,7.464745952,"2-2"
0.26,0.12,21,7.4708690768,"2-2"
0.26,0.14,22,7.4768897592,"2-2"
0.26,0.16,22,7.48342952,"2-2"
0.26,0.18,23,7.4897824384,"2-2"
0.26,0.2,24,7.4975566,"2-2"
0.26,0.22,24,7.5052926536,"2-2"
0.26,0.24,25,7.5134788048,"2-2"
0.26,0.26,25,7.5210002992,"2-2"
0.26,0.28,26,7.528568896,"2-2"
0.26,0.3,26,7.536892748,"2-2"
0.26,0.32,27,7.5447040368,"2-2"
0.26,0.34,27,7.5526496152,"2-2"
0.26,0.36,27,7.560920216,"2-2"
0.26,0.38,28,7.5693762552,"2-2"
0.26,0.4,28,7.577622,"2-2"
0.26,0.42,29,7.585877496,"2-2"
0.26,0.44,29,7.59415448,"2-2"
0.26,0.46,29,7.602431408,"2-2"
0.26,0.48,30,7.6108527024,"2-2"
0.26,0.5,30,7.61956006,"2-2"
0.26,0.52,30,7.6276590336,"2-2"
0.26,0.54,31,7.6363981784,"2-2"
0.26,0.56,31,7.6449205264,"2-2"
0.26,0.58,31,7.6534097576,"2-2"
0.26,0.6,31,7.661883312,"2-2"
0.26,0.62,32,7.6703958544,"2-2"
0.26,0.64,32,7.6789297776,"2-2"
0.26,0.66,32,7.6872407928,"2-2"
0.26,0.68,33,7.6960160912,"2-2"
0.26,0.7,33,7.704560572,"2-2"
0.26,0.72,33,7.7131133904,"2-2"
0.26,0.74,33,7.7216212648,"2-2"
0.26,0.76,33,7.7302255168,"2-2"
0.26,0.78,34,7.7388709112,"2-2"
0.26,0.8,34,7.747394928,"2-2"
0.26,0.82,34,7.7559678104,"2-2"
0.26,0.84,34,7.7645340944,"2-2"
0.26,0.86,35,7.773110696,"2-2"
0.26,0.88,35,7.7818014496,"2-2"
0.26,0.9,35,7.790405972,"2-2"
0.26,0.92,35,7.7973314672,"2-2"
0.26,0.94,35,7.8075587624,"2-2"
0.26,0.96,36,7.8159288528,"2-2"
0.26,0.98,36,7.8233101264,"2-2"
0.26,1,36,7.83184244,"2-2"
0.28,0,22,7.47285744,"2-1"
0.28,0.02,22,7.4728650064,"2-1"
0.28,0.04,22,7.47286864,"2-1"
0.28,0.06,22,7.472975672,"2-1"
0.28,0.08,22,7.4735709824,"2-1"
0.28,0.1,22,7.478035368,"2-2"
0.28,0.12,23,7.484116544,"2-2"
0.28,0.14,23,7.4905433696,"2-2"
0.28,0.16,24,7.4970669568,"2-2"
0.28,0.18,24,7.5040448032,"2-2"
0.28,0.2,25,7.511410576,"2-2"
0.28,0.22,25,7.5193121824,"2-2"
0.28,0.24,26,7.527249248,"2-2"
0.28,0.26,26,7.5349014336,"2-2"
0.28,0.28,26,7.542667408,"2-2"
0.28,0.3,27,7.550624704,"2-2"
0.28,0.32,27,7.5588584704,"2-2"
0.28,0.34,28,7.5670231024,"2-2"
0.28,0.36,28,7.5756089504,"2-2"
0.28,0.38,29,7.5837599664,"2-2"
0.28,0.4,29,7.591738592,"2-2"
0.28,0.42,29,7.6001423568,"2-2"
0.28,0.44,30,7.6085608736,"2-2"
0.28,0.46,30,7.6170459696,"2-2"
0.28,0.48,30,7.6251298784,"2-2"
0.28,0.5,31,7.63400676,"2-2"
0.28,0.52,31,7.6420972864,"2-2"
0.28,0.54,31,7.65091788,"2-2"
0.28,0.56,31,7.65961624,"2-2"
0.28,0.58,32,7.6681941616,"2-2"
0.28,0.6,32,7.67660008,"2-2"
0.28,0.62,32,7.68537048,"2-2"
0.28,0.64,32,7.6929305344,"2-2"
0.28,0.66,33,7.7016396512,"2-2"
0.28,0.68,33,7.710903936,"2-2"
0.28,0.7,33,7.719491048,"2-2"
0.28,0.72,33,7.7280585312,"2-2"
0.28,0.74,34,7.736180232,"2-2"
0.28,0.76,34,7.7443548864,"2-2"
0.28,0.78,34,7.7532017648,"2-2"
0.28,0.8,34,7.76204288,"2-2"
0.28,0.82,35,7.7706300576,"2-2"
0.28,0.84,35,7.7790545888,"2-2"
0.28,0.86,35,7.7877461456,"2-2"
0.28,0.88,35,7.7960714048,"2-2"
0.28,0.9,35,7.804735176,"2-2"
0.28,0.92,35,7.8133911616,"2-2"
0.28,0.94,36,7.822063496,"2-2"
0.28,0.96,36,7.830756256,"2-2"
0.28,0.98,36,7.8394706336,"2-2"
0.28,1,36,7.848178,"2-2"
0.3,0,23,7.4865104,"2-1"
0.3,0.02,23,7.486517404,"2-1"
0.3,0.04,23,7.486520864,"2-1"
0.3,0.06,23,7.486524212,"2-1"
0.3,0.08,23,7.487011952,"2-1"
0.3,0.1,23,7.49176748,"2-2"
0.3,0.12,24,7.497890488,"2-2"
0.3,0.14,24,7.504027332,"2-2"
0.3,0.16,25,7.51042624,"2-2"
0.3,0.18,25,7.517505616,"2-2"
0.3,0.2,25,7.52533572,"2-2"
0.3,0.22,26,7.53316404,"2-2"
0.3,0.24,26,7.540987536,"2-2"
0.3,0.26,27,7.548821736,"2-2"
0.3,0.28,27,7.556651144,"2-2"
0.3,0.3,28,7.564685,"2-2"
0.3,0.32,28,7.572770904,"2-2"
0.3,0.34,28,7.581088332,"2-2"
0.3,0.36,29,7.589452176,"2-2"
0.3,0.38,29,7.597814044,"2-2"
0.3,0.4,29,7.6061892,"2-2"
0.3,0.42,30,7.614559392,"2-2"
0.3,0.44,30,7.622931304,"2-2"
0.3,0.46,30,7.631541652,"2-2"
0.3,0.48,31,7.640013008,"2-2"
0.3,0.5,31,7.6485957,"2-2"
0.3,0.52,31,7.656767576,"2-2"
0.3,0.54,32,7.665289168,"2-2"
0.3,0.56,32,7.673919128,"2-2"
0.3,0.58,32,7.68241094,"2-2"
0.3,0.6,32,7.6911232,"2-2"
0.3,0.62,33,7.699851764,"2-2"
0.3,0.64,33,7.708329864,"2-2"
0.3,0.66,33,7.716811608,"2-2"
0.3,0.68,33,7.725594632,"2-2"
0.3,0.7,34,7.73394498,"2-2"
0.3,0.72,34,7.74283432,"2-2"
0.3,0.74,34,7.751443748,"2-2"
0.3,0.76,34,7.760123128,"2-2"
0.3,0.78,34,7.76905988,"2-2"
0.3,0.8,35,7.77725428,"2-2"
0.3,0.82,35,7.7865159,"2-2"
0.3,0.84,35,7.794950824,"2-2"
0.3,0.86,35,7.804012308,"2-2"
0.3,0.88,35,7.812637888,"2-2"
0.3,0.9,36,7.82158056,"2-2"
0.3,0.92,36,7.830133216,"2-2"
0.3,0.94,36,7.838220916,"2-2"
0.3,0.96,36,7.846968376,"2-2"
0.3,0.98,36,7.85573096,"2-2"
0.3,1,37,7.8645182,"2-2"
0.32,0,24,7.50058656,"2-1"
0.32,0.02,24,7.5005911424,"2-1"
0.32,0.04,24,7.5005925248,"2-1"
0.32,0.06,24,7.5005939072,"2-1"
0.32,0.08,24,7.5011494592,"2-1"
0.32,0.1,24,7.505964768,"2-2"
0.32,0.12,25,7.5120448,"2-2"
0.32,0.14,25,7.5181450352,"2-2"
0.32,0.16,25,7.5245863232,"2-2"
0.32,0.18,26,7.5317092256,"2-2"
0.32,0.2,26,7.539554592,"2-2"
0.32,0.22,27,7.5474147888,"2-2"
0.32,0.24,27,7.5552621376,"2-2"
0.32,0.26,28,7.56308524,"2-2"
0.32,0.28,28,7.5709698656,"2-2"
0.32,0.3,28,7.579032328,"2-2"
0.32,0.32,29,7.587237232,"2-2"
0.32,0.34,29,7.5956175936,"2-2"
0.32,0.36,29,7.6040538688,"2-2"
0.32,0.38,30,7.612468504,"2-2"
0.32,0.4,30,7.620915616,"2-2"
0.32,0.42,30,7.6293411056,"2-2"
0.32,0.44,31,7.6377711008,"2-2"
0.32,0.46,31,7.6461922624,"2-2"
0.32,0.48,31,7.654669232,"2-2"
0.32,0.5,32,7.6631898,"2-2"
0.32,0.52,32,7.6717843712,"2-2"
0.32,0.54,32,7.680404344,"2-2"
0.32,0.56,32,7.6890302592,"2-2"
0.32,0.58,33,7.6976676368,"2-2"
0.32,0.6,33,7.706331888,"2-2"
0.32,0.62,33,7.7149930192,"2-2"
0.32,0.64,33,7.7236154912,"2-2"
0.32,0.66,34,7.7322772352,"2-2"
0.32,0.68,34,7.7410128704,"2-2"
0.32,0.7,34,7.749695608,"2-2"
0.32,0.72,34,7.7583956224,"2-2"
0.32,0.74,34,7.76715308,"2-2"
0.32,0.76,35,7.77583776,"2-2"
0.32,0.78,35,7.7846483808,"2-2"
0.32,0.8,35,7.792972784,"2-2"
0.32,0.82,35,7.8017668128,"2-2"
0.32,0.84,35,7.810908928,"2-2"
0.32,0.86,36,7.8192374656,"2-2"
0.32,0.88,36,7.8280066592,"2-2"
0.32,0.9,36,7.837128096,"2-2"
0.32,0.92,36,7.8455761696,"2-2"
0.32,0.94,36,7.8543856096,"2-2"
0.32,0.96,36,7.8631960896,"2-2"
0.32,0.98,37,7.8720313968,"2-2"
0.32,1,37,7.88088432,"2-2"
0.34,0,25,7.51556776,"2-1"
0.34,0.02,25,7.5155733624,"2-1"
0.34,0.04,25,7.5155754576,"2-1"
0.34,0.06,25,7.5155775264,"2-1"
0.34,0.08,25,7.5161756512,"2-1"
0.34,0.1,25,7.521080524,"2-2"
0.34,0.12,26,7.5271913312,"2-2"
0.34,0.14,26,7.533320592,"2-2"
0.34,0.16,26,7.5398041328,"2-2"
0.34,0.18,27,7.5469524552,"2-2"
0.34,0.2,27,7.554785936,"2-2"
0.34,0.22,28,7.562624056,"2-2"
0.34,0.24,28,7.5704664592,"2-2"
0.34,0.26,28,7.5783093056,"2-2"
0.34,0.28,29,7.5861748224,"2-2"
0.34,0.3,29,7.594243,"2-2"
0.34,0.32,29,7.602400592,"2-2"
0.34,0.34,30,7.6107284632,"2-2"
0.34,0.36,30,7.6191280176,"2-2"
0.34,0.38,30,7.6275241712,"2-2"
0.34,0.4,31,7.635916896,"2-2"
0.34,0.42,31,7.644315416,"2-2"
0.34,0.44,31,7.6527514816,"2-2"
0.34,0.46,31,7.66121228,"2-2"
0.34,0.48,32,7.6697088736,"2-2"
0.34,0.5,32,7.67828708,"2-2"
0.34,0.52,32,7.6868649296,"2-2"
0.34,0.54,33,7.6955194552,"2-2"
0.34,0.56,33,7.7041826224,"2-2"
0.34,0.58,33,7.7128370864,"2-2"
0.34,0.6,33,7.721497056,"2-2"
0.34,0.62,33,7.7301710424,"2-2"
0.34,0.64,34,7.7388476736,"2-2"
0.34,0.66,34,7.74753462,"2-2"
0.34,0.68,34,7.7562454912,"2-2"
0.34,0.7,34,7.764984816,"2-2"
0.34,0.72,35,7.773747488,"2-2"
0.34,0.74,35,7.7825164368,"2-2"
0.34,0.76,35,7.7912917616,"2-2"
0.34,0.78,35,7.8000704912,"2-2"
0.34,0.8,35,7.808854032,"2-2"
0.34,0.82,36,7.8176312952,"2-2"
0.34,0.84,36,7.82645408,"2-2"
0.34,0.86,36,7.8352795312,"2-2"
0.34,0.88,36,7.84411264,"2-2"
0.34,0.9,36,7.852954328,"2-2"
0.34,0.92,36,7.8617974608,"2-2"
0.34,0.94,37,7.8706605432,"2-2"
0.34,0.96,37,7.8795370288,"2-2"
0.34,0.98,37,7.8884238904,"2-2"
0.34,1,37,7.89733992,"2-2"
0.36,0,26,7.53054912,"2-1"
0.36,0.02,26,7.5305560352,"2-1"
0.36,0.04,26,7.5305587104,"2-1"
0.36,0.06,26,7.5305608256,"2-1"
0.36,0.08,26,7.5312052576,"2-1"
0.36,0.1,26,7.536208504,"2-2"
0.36,0.12,26,7.5423521632,"2-2"
0.36,0.14,27,7.548517,"2-2"
0.36,0.16,27,7.5550604608,"2-2"
0.36,0.18,28,7.5622890576,"2-2"
0.36,0.2,28,7.57018072,"2-2"
0.36,0.22,28,7.5780734896,"2-2"
0.36,0.24,29,7.5859692576,"2-2"
0.36,0.26,29,7.593866208,"2-2"
0.36,0.28,29,7.6017861728,"2-2"
0.36,0.3,30,7.609928368,"2-2"
0.36,0.32,30,7.618162672,"2-2"
0.36,0.34,30,7.6265583472,"2-2"
0.36,0.36,31,7.635023248,"2-2"
0.36,0.38,31,7.643484504,"2-2"
0.36,0.4,31,7.651943856,"2-2"
0.36,0.42,31,7.6604091904,"2-2"
0.36,0.44,32,7.66887184,"2-2"
0.36,0.46,32,7.6773536368,"2-2"
0.36,0.48,32,7.6858738656,"2-2"
0.36,0.5,32,7.6944754,"2-2"
0.36,0.52,33,7.7030774336,"2-2"
0.36,0.54,33,7.71174948,"2-2"
0.36,0.56,33,7.7204312608,"2-2"
0.36,0.58,33,7.72911104,"2-2"
0.36,0.6,34,7.737793104,"2-2"
0.36,0.62,34,7.7464731568,"2-2"
0.36,0.64,34,7.7551543872,"2-2"
0.36,0.66,34,7.763845136,"2-2"
0.36,0.68,35,7.7725657184,"2-2"
0.36,0.7,35,7.781314736,"2-2"
0.36,0.72,35,7.7900777504,"2-2"
0.36,0.74,35,7.7988592192,"2-2"
0.36,0.76,35,7.8076387712,"2-2"
0.36,0.78,36,7.8164187328,"2-2"
0.36,0.8,36,7.825201888,"2-2"
0.36,0.82,36,7.8339875488,"2-2"
0.36,0.84,36,7.8428090624,"2-2"
0.36,0.86,36,7.8516354704,"2-2"
0.36,0.88,36,7.8604690432,"2-2"
0.36,0.9,37,7.86930076,"2-2"
0.36,0.92,37,7.8781481504,"2-2"
0.36,0.94,37,7.8870403008,"2-2"
0.36,0.96,37,7.8959519008,"2-2"
0.36,0.98,37,7.904904512,"2-2"
0.36,1,37,7.91389136,"2-2"
0.38,0,27,7.54553304,"2-1"
0.38,0.02,27,7.5455385616,"2-1"
0.38,0.04,27,7.5455420032,"2-1"
0.38,0.06,27,7.5455454448,"2-1"
0.38,0.08,27,7.5462316112,"2-1"
0.38,0.1,27,7.551339524,"2-2"
0.38,0.12,27,7.557515536,"2-2"
0.38,0.14,28,7.5637165264,"2-2"
0.38,0.16,28,7.570319464,"2-2"
0.38,0.18,28,7.5776233496,"2-2"
0.38,0.2,29,7.585571648,"2-2"
0.38,0.22,29,7.593518836,"2-2"
0.38,0.24,29,7.6014682976,"2-2"
0.38,0.26,30,7.6094246224,"2-2"
0.38,0.28,30,7.6174043152,"2-2"
0.38,0.3,30,7.625614224,"2-2"
0.38,0.32,31,7.6339180112,"2-2"
0.38,0.34,31,7.6423907936,"2-2"
0.38,0.36,31,7.6509130736,"2-2"
0.38,0.38,31,7.6594432208,"2-2"
0.38,0.4,32,7.667972296,"2-2"
0.38,0.42,32,7.6764992528,"2-2"
0.38,0.44,32,7.6850280288,"2-2"
0.38,0.46,32,7.6935735296,"2-2"
0.38,0.48,33,7.7021658768,"2-2"
0.38,0.5,33,7.71084042,"2-2"
0.38,0.52,33,7.719519216,"2-2"
0.38,0.54,33,7.728262452,"2-2"
0.38,0.56,34,7.737010736,"2-2"
0.38,0.58,34,7.74576318,"2-2"
0.38,0.6,34,7.754517296,"2-2"
0.38,0.62,34,7.7632687336,"2-2"
0.38,0.64,35,7.7720216816,"2-2"
0.38,0.66,35,7.780780788,"2-2"
0.38,0.68,35,7.7895746,"2-2"
0.38,0.7,35,7.798395288,"2-2"
0.38,0.72,35,7.8072359936,"2-2"
0.38,0.74,36,7.8160904992,"2-2"
0.38,0.76,36,7.8249424016,"2-2"
0.38,0.78,36,7.8337932376,"2-2"
0.38,0.8,36,7.842653168,"2-2"
0.38,0.82,36,7.851513068,"2-2"
0.38,0.84,36,7.8604096496,"2-2"
0.38,0.86,37,7.869316328,"2-2"
0.38,0.88,37,7.8782233024,"2-2"
0.38,0.9,37,7.887132948,"2-2"
0.38,0.92,37,7.896056272,"2-2"
0.38,0.94,37,7.9050038944,"2-2"
0.38,0.96,37,7.9139446944,"2-2"
0.38,0.98,38,7.9229198248,"2-2"
0.38,1,38,7.93191144,"2-2"
0.4,0,27,7.5605168,"2-1"
0.4,0.02,27,7.560523792,"2-1"
0.4,0.04,27,7.560527984,"2-1"
0.4,0.06,27,7.560532176,"2-1"
0.4,0.08,27,7.561264048,"2-1"
0.4,0.1,28,7.5664712,"2-2"
0.4,0.12,28,7.5726836,"2-2"
0.4,0.14,28,7.578911024,"2-2"
0.4,0.16,29,7.585580384,"2-2"
0.4,0.18,29,7.592965816,"2-2"
0.4,0.2,29,7.60096976,"2-2"
0.4,0.22,30,7.60897136,"2-2"
0.4,0.24,30,7.616973072,"2-2"
0.4,0.26,30,7.62498672,"2-2"
0.4,0.28,30,7.633022224,"2-2"
0.4,0.3,31,7.64130144,"2-2"
0.4,0.32,31,7.649683136,"2-2"
0.4,0.34,31,7.658220264,"2-2"
0.4,0.36,32,7.666810752,"2-2"
0.4,0.38,32,7.675404,"2-2"
0.4,0.4,32,7.683996,"2-2"
0.4,0.42,32,7.692589304,"2-2"
0.4,0.44,33,7.70118824,"2-2"
0.4,0.46,33,7.709799584,"2-2"
0.4,0.48,33,7.71845856,"2-2"
0.4,0.5,33,7.7272082,"2-2"
0.4,0.52,34,7.7359616,"2-2"
0.4,0.54,34,7.744775512,"2-2"
0.4,0.56,34,7.753594736,"2-2"
0.4,0.58,34,7.762417392,"2-2"
0.4,0.6,35,7.77123848,"2-2"
0.4,0.62,35,7.780062496,"2-2"
0.4,0.64,35,7.788885632,"2-2"
0.4,0.66,35,7.797721136,"2-2"
0.4,0.68,35,7.806582992,"2-2"
0.4,0.7,36,7.81548528,"2-2"
0.4,0.72,36,7.82439656,"2-2"
0.4,0.74,36,7.833321344,"2-2"
0.4,0.76,36,7.84225424,"2-2"
0.4,0.78,36,7.851181736,"2-2"
0.4,0.8,36,7.8601108,"2-2"
0.4,0.82,37,7.869049272,"2-2"
0.4,0.84,37,7.878015664,"2-2"
0.4,0.86,37,7.886998256,"2-2"
0.4,0.88,37,7.895981376,"2-2"
0.4,0.9,37,7.90496756,"2-2"
0.4,0.92,37,7.913972576,"2-2"
0.4,0.94,38,7.922990392,"2-2"
0.4,0.96,38,7.93201192,"2-2"
0.4,0.98,38,7.941056688,"2-2"
0.4,1,38,7.9501332,"2-2"
0.42,0,28,7.57550736,"2-1"
0.42,0.02,28,7.5755150944,"2-1"
0.42,0.04,28,7.5755199088,"2-1"
0.42,0.06,28,7.5755249248,"2-1"
0.42,0.08,28,7.5763116384,"2-1"
0.42,0.1,28,7.58160444,"2-2"
0.42,0.12,29,7.5878491136,"2-2"
0.42,0.14,29,7.594116796,"2-2"
0.42,0.16,29,7.6008458192,"2-2"
0.42,0.18,30,7.608306884,"2-2"
0.42,0.2,30,7.616366752,"2-2"
0.42,0.22,30,7.6244212,"2-2"
0.42,0.24,30,7.632482888,"2-2"
0.42,0.26,31,7.6405479936,"2-2"
0.42,0.28,31,7.6486398144,"2-2"
0.42,0.3,31,7.656992732,"2-2"
0.42,0.32,32,7.6654410384,"2-2"
0.42,0.34,32,7.674045608,"2-2"
0.42,0.36,32,7.6827039344,"2-2"
0.42,0.38,32,7.6913616552,"2-2"
0.42,0.4,33,7.700024984,"2-2"
0.42,0.42,33,7.7086851464,"2-2"
0.42,0.44,33,7.7173445248,"2-2"
0.42,0.46,33,7.7260227584,"2-2"
0.42,0.48,34,7.7347523024,"2-2"
0.42,0.5,34,7.74357342,"2-2"
0.42,0.52,34,7.7523991792,"2-2"
0.42,0.54,34,7.7612829592,"2-2"
0.42,0.56,34,7.7701793712,"2-2"
0.42,0.58,35,7.7790671152,"2-2"
0.42,0.6,35,7.787963848,"2-2"
0.42,0.62,35,7.7968608768,"2-2"
0.42,0.64,35,7.805750152,"2-2"
0.42,0.66,35,7.81465568,"2-2"
0.42,0.68,36,7.8235943088,"2-2"
0.42,0.7,36,7.83257058,"2-2"
0.42,0.72,36,7.8415578144,"2-2"
0.42,0.74,36,7.8505626208,"2-2"
0.42,0.76,36,7.8595596144,"2-2"
0.42,0.78,37,7.8685594408,"2-2"
0.42,0.8,37,7.877565952,"2-2"
0.42,0.82,37,7.8865776304,"2-2"
0.42,0.84,37,7.8956211248,"2-2"
0.42,0.86,37,7.9046862032,"2-2"
0.42,0.88,37,7.9137359152,"2-2"
0.42,0.9,38,7.92280498,"2-2"
0.42,0.92,38,7.9318825216,"2-2"
0.42,0.94,38,7.940977436,"2-2"
0.42,0.96,38,7.9500744288,"2-2"
0.42,0.98,38,7.9592051864,"2-2"
0.42,1,38,7.96835492,"2-2"
0.44,0,29,7.59050576,"2-1"
0.44,0.02,29,7.5905138352,"2-1"
0.44,0.04,29,7.5905183104,"2-1"
0.44,0.06,29,7.5905239184,"2-1"
0.44,0.08,29,7.5913803008,"2-1"
0.44,0.1,29,7.596744056,"2-2"
0.44,0.12,29,7.6030130176,"2-2"
0.44,0.14,30,7.6092946784,"2-2"
0.44,0.16,30,7.6160903104,"2-2"
0.44,0.18,30,7.623651576,"2-2"
0.44,0.2,30,7.631740656,"2-2"
0.44,0.22,31,7.639865584,"2-2"
0.44,0.24,31,7.6479693088,"2-2"
0.44,0.26,31,7.6560929456,"2-2"
0.44,0.28,32,7.6642432352,"2-2"
0.44,0.3,32,7.67267052,"2-2"
0.44,0.32,32,7.6811922656,"2-2"
0.44,0.34,32,7.689858944,"2-2"
0.44,0.36,33,7.6985855776,"2-2"
0.44,0.38,33,7.7073071616,"2-2"
0.44,0.4,33,7.716050352,"2-2"
0.44,0.42,33,7.7247736576,"2-2"
0.44,0.44,34,7.7334987424,"2-2"
0.44,0.46,34,7.7422456144,"2-2"
0.44,0.48,34,7.75104208,"2-2"
0.44,0.5,34,7.75993556,"2-2"
0.44,0.52,34,7.7688371744,"2-2"
0.44,0.54,35,7.777794528,"2-2"
0.44,0.56,35,7.7867557888,"2-2"
0.44,0.58,35,7.7957177664,"2-2"
0.44,0.6,35,7.804686416,"2-2"
0.44,0.62,35,7.8136506016,"2-2"
0.44,0.64,36,7.8226189408,"2-2"
0.44,0.66,36,7.8315978704,"2-2"
0.44,0.68,36,7.8405998464,"2-2"
0.44,0.7,36,7.84965596,"2-2"
0.44,0.72,36,7.8587116832,"2-2"
0.44,0.74,37,7.8677900864,"2-2"
0.44,0.76,37,7.8768658976,"2-2"
0.44,0.78,37,7.8859437408,"2-2"
0.44,0.8,37,7.895020416,"2-2"
0.44,0.82,37,7.9041118016,"2-2"
0.44,0.84,37,7.9132304192,"2-2"
0.44,0.86,38,7.922363904,"2-2"
0.44,0.88,38,7.9314959904,"2-2"
0.44,0.9,38,7.940630976,"2-2"
0.44,0.92,38,7.9497880256,"2-2"
0.44,0.94,38,7.9589636336,"2-2"
0.44,0.96,38,7.9681441408,"2-2"
0.44,0.98,38,7.9773427856,"2-2"
0.44,1,39,7.98657688,"2-2"
0.46,0,29,7.60553004,"2-1"
0.46,0.02,29,7.6055380488,"2-1"
0.46,0.04,29,7.6055442176,"2-1"
0.46,0.06,29,7.6055503864,"2-1"
0.46,0.08,29,7.6064567824,"2-1"
0.46,0.1,30,7.6119038,"2-2"
0.46,0.12,30,7.6182156784,"2-2"
0.46,0.14,30,7.6245504696,"2-2"
0.46,0.16,30,7.6314026128,"2-2"
0.46,0.18,31,7.639023912,"2-2"
0.46,0.2,31,7.64718864,"2-2"
0.46,0.22,31,7.6553536352,"2-2"
0.46,0.24,32,7.663525432,"2-2"
0.46,0.26,32,7.6716953176,"2-2"
0.46,0.28,32,7.6799055104,"2-2"
0.46,0.3,32,7.688397576,"2-2"
0.46,0.32,33,7.6969973616,"2-2"
0.46,0.34,33,7.7057335912,"2-2"
0.46,0.36,33,7.714519016,"2-2"
0.46,0.38,33,7.7233025768,"2-2"
0.46,0.4,34,7.732097776,"2-2"
0.46,0.42,34,7.7408857336,"2-2"
0.46,0.44,34,7.7496799008,"2-2"
0.46,0.46,34,7.7584871312,"2-2"
0.46,0.48,34,7.7673553936,"2-2"
0.46,0.5,35,7.776322,"2-2"
0.46,0.52,35,7.7852929664,"2-2"
0.46,0.54,35,7.7943192064,"2-2"
0.46,0.56,35,7.8033503904,"2-2"
0.46,0.58,35,7.812387752,"2-2"
0.46,0.6,36,7.821424144,"2-2"
0.46,0.62,36,7.8304569704,"2-2"
0.46,0.64,36,7.8394886176,"2-2"
0.46,0.66,36,7.8485383336,"2-2"
0.46,0.68,36,7.8576215136,"2-2"
0.46,0.7,37,7.866746264,"2-2"
0.46,0.72,37,7.8758808352,"2-2"
0.46,0.74,37,7.8850329928,"2-2"
0.46,0.76,37,7.89417548,"2-2"
0.46,0.78,37,7.9033259248,"2-2"
0.46,0.8,37,7.912479792,"2-2"
0.46,0.82,38,7.9216329288,"2-2"
0.46,0.84,38,7.9308405424,"2-2"
0.46,0.86,38,7.9400450568,"2-2"
0.46,0.88,38,7.9492582224,"2-2"
0.46,0.9,38,7.958471804,"2-2"
0.46,0.92,38,7.9677040608,"2-2"
0.46,0.94,38,7.9769517936,"2-2"
0.46,0.96,39,7.9862049488,"2-2"
0.46,0.98,39,7.9954869512,"2-2"
0.46,1,39,8.004804,"2-2"
0.48,0,30,7.62060312,"2-1"
0.48,0.02,30,7.6206156016,"2-1"
0.48,0.04,30,7.6206228448,"2-1"
0.48,0.06,30,7.6206284048,"2-1"
0.48,0.08,30,7.6215708224,"2-1"
0.48,0.1,30,7.627105288,"2-2"
0.48,0.12,31,7.6334513632,"2-2"
0.48,0.14,31,7.639798176,"2-2"
0.48,0.16,31,7.6466819232,"2-2"
0.48,0.18,31,7.6544356096,"2-2"
0.48,0.2,32,7.662639088,"2-2"
0.48,0.22,32,7.6708526576,"2-2"
0.48,0.24,32,7.6790676608,"2-2"
0.48,0.26,32,7.6872898272,"2-2"
0.48,0.28,33,7.695549888,"2-2"
0.48,0.3,33,7.704078296,"2-2"
0.48,0.32,33,7.7127723296,"2-2"
0.48,0.34,33,7.7215913072,"2-2"
0.48,0.36,33,7.730439904,"2-2"
0.48,0.38,34,7.7393002624,"2-2"
0.48,0.4,34,7.748154896,"2-2"
0.48,0.42,34,7.757006232,"2-2"
0.48,0.44,34,7.7658682048,"2-2"
0.48,0.46,35,7.7747320208,"2-2"
0.48,0.48,35,7.7836588736,"2-2"
0.48,0.5,35,7.79269524,"2-2"
0.48,0.52,35,7.8017616384,"2-2"
0.48,0.54,35,7.8108460656,"2-2"
